"","X.1","X","net","net_index","Start_hh","Start_mm","End_hh","End_mm","Year","Month","Day","Date","Week","Season","Fisherman","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Duration","Gambari_net","Distance_from_shore_km","depth_meter","new_site","new_direction","Lat_shore","lon_shore","perpendicular","Lon_final","Lat_final","loc_DEPTH","Nra","Sco","Sig","Ssi","Umo","Upo","mtc"
"5178",5178,5178,5178,"303-1994_5",18,0,"24","0",1995,2,15,"1995-02-15",7,"winter","Levi","bank",NA,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,NA,"Bank",NA,32.22,34.81,293,NA,NA,NA,0,0,0,0,0,0,NA
"5179",5179,5179,5179,"303-1995_6",13,0,"17","0",1996,1,24,"1996-01-24",4,"winter","Levi","Ashdod",22,2.2,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,3.96,39.6,"Ashdod",NA,31.83,34.63,301,34.57656,31.85739,39.78016,0,0,0,0,0,0,NA
"5180",5180,5180,5180,"303-1998_9",7,15,"11","45",1999,2,9,"1999-02-09",6,"winter","Levi","Ashdod",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,3.96,37.81363,"Ashdod",NA,31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"5181",5181,5181,5181,"303-2001",NA,NA,NA,NA,2001,9,1,"2001-09-01",35,"autumn","Sarot","madregot",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"Madregot",NA,32.075,34.76,287,NA,NA,NA,0,0,0,0,0,0,NA
"5182",5182,5182,5182,"303-2001_02",15,0,"19","30",2002,4,23,"2002-04-23",17,"spring","Levi","Jaffa S",80,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,144,"Jaffa","S",32.05,34.74,296,34.58381,32.11474,144.0319,0,0,0,0,0,0,NA
"5183",5183,5183,5183,"303-2002_3",13,30,"17","30",2003,3,22,"2003-03-22",12,"spring","Levi","Ashdod S",35,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,63,"Ashdod","S",31.83,34.63,301,34.53125,31.88059,63.37715,0,0,0,0,10,0,23.09349
"5184",5184,5184,5184,"303-2003_4",9,45,"14","30",2004,3,15,"2004-03-15",11,"spring","Levi","Ashdod N",80,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4.75,FALSE,NA,144,"Ashdod","N",31.83,34.63,301,34.46687,31.9135,143.033,0,0,0,0,0,0,NA
"5185",5185,5185,5185,"303-2004_05",NA,NA,NA,NA,2005,3,15,"2005-03-15",11,"spring","Levi","Ashdod N",180,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,324,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"5186",5186,5186,5186,"303-2007_8",24,30,"4","0",2008,2,16,"2008-02-16",7,"winter","Levi","Ashdod N",17,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,TRUE,NA,30.6,"Ashdod","N",31.83,34.63,301,34.61551,31.83743,30.70015,0,0,0,0,0,0,NA
"5187",5187,5187,5187,"303-2008_09",12,30,"17","0",2009,2,3,"2009-02-03",5,"winter","Vadim","Ashdod N",80,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,144,"Ashdod","N",31.83,34.63,301,34.46596,31.91397,143.033,0,0,0,0,0,0,NA
"5188",5188,5188,5188,"303-2009_10",18,0,"0","0",2010,2,10,"2010-02-10",6,"winter","Vadim","Ashdod S",NA,3.5,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,6.3,40.91833,"Ashdod","S",31.83,34.63,301,34.57294,31.85925,40.91833,40,0,0,0,0,0,28
"5189",5189,5189,5189,"303-2010_11",1,0,"3","30",2011,1,9,"2011-01-09",2,"winter","Levi","Ashdod S",NA,2.1,NA,FALSE,FALSE,TRUE,NA,FALSE,2.5,TRUE,3.78,37.63044,"Ashdod","S",31.83,34.63,301,34.59577,31.84755,37.63044,0,0,0,0,0,0,NA
"5190",5190,5190,5190,"303-2011_12",6,0,"10","0",2012,5,30,"2012-05-30",22,"spring","Doli","Ashdod S",NA,2.2,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,15,0,23.09349
"5191",5191,5191,5191,"303-2012_13",8,45,"13","5",2013,2,21,"2013-02-21",8,"winter","Doli","Ashdod S",NA,2.2,NA,FALSE,FALSE,FALSE,NA,FALSE,4.333333,FALSE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,30,0,0,0,0,0,28
"5192",5192,5192,5192,"304-1976_7_b",4,45,"8","30",1977,7,13,"1977-07-13",28,"summer","Levi","El Arish E",15,NA,NA,FALSE,NA,NA,NA,FALSE,3.75,FALSE,NA,27,"El_arish","E",31.125,33.79,339,NA,NA,NA,0,0,0,0,0,0,NA
"5193",5193,5193,5193,"304-1987_8",NA,NA,NA,NA,1988,2,7,"1988-02-07",6,"winter","Tzion","Ashdod S",26,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,46.8,"Ashdod","S",31.83,34.63,301,34.55572,31.86807,47.47942,0,0,0,0,0,0,NA
"5194",5194,5194,5194,"304-1989_90",21,30,"3","30",1990,2,17,"1990-02-17",7,"winter","Levi","Ashdod N",42,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,75.6,"Ashdod","N",31.83,34.63,301,34.51584,31.88847,76.91565,0,0,0,0,0,0,NA
"5195",5195,5195,5195,"304-1990_1",NA,NA,NA,NA,1991,1,15,"1991-01-15",3,"winter","Tzion","Falick",115,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,207,"Falick",NA,32.26,34.83,300,34.63771,32.35409,205.6477,0,0,0,0,0,0,NA
"5196",5196,5196,5196,"304-1991_2",3,0,"7","30",1992,3,7,"1992-03-07",10,"spring","Levi","Ashdod",10,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,TRUE,NA,18,"Ashdod",NA,31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"5197",5197,5197,5197,"304-1992_3",9,30,"14","30",1993,3,24,"1993-03-24",12,"spring","Levi","Hadera S",80,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,144,"Hadera","S",32.438,34.88,288,34.72013,32.48193,146.9946,0,0,0,0,0,0,NA
"5198",5198,5198,5198,"304-1994_5",0,30,"6","0",1995,2,15,"1995-02-15",7,"winter","Levi","bank",22,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,39.6,"Bank",NA,32.22,34.81,293,34.77386,32.23303,40.58158,0,0,0,0,0,0,NA
"5199",5199,5199,5199,"304-1995_6",18,0,"6","0",1996,1,24,"1996-01-24",4,"winter","Levi","South",6,NA,NA,FALSE,NA,NA,NA,FALSE,12,TRUE,NA,10.8,"South ",NA,31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"5200",5200,5200,5200,"304-1997_8",14,30,"20","30",1998,4,2,"1998-04-02",14,"spring","Levi","Palmachim S",185,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,333,"Palmachim ","S",31.9,34.7,285,NA,NA,NA,0,0,0,0,0,0,NA
"5201",5201,5201,5201,"304-1998_9",14,0,"19","30",1999,2,9,"1999-02-09",6,"winter","Levi","Ashkelon S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,NA,"Ashkelon","S",31.68,34.56,306,NA,NA,NA,0,0,0,0,0,0,NA
"5202",5202,5202,5202,"304-2001_02",22,0,"3","30",2002,4,23,"2002-04-23",17,"spring","Levi","Ashdod",11,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,TRUE,NA,19.8,"Ashdod",NA,31.83,34.63,301,34.62909,31.83046,20.00217,0,0,0,0,0,0,NA
"5203",5203,5203,5203,"304-2002_3",18,0,"0","0",2003,3,22,"2003-03-22",12,"spring","Levi","bank N",10,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,6,FALSE,NA,18,"Bank","N",32.22,34.81,293,34.80121,32.22317,17.01957,0,0,0,0,0,0,NA
"5204",5204,5204,5204,"304-2003_4",15,30,"18","0",2004,3,15,"2004-03-15",11,"spring","Levi","Jaffa S",80,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,2.5,FALSE,NA,144,"Jaffa","S",32.05,34.74,296,34.58191,32.11553,144.0319,0,0,0,0,0,0,NA
"5205",5205,5205,5205,"304-2004_05",NA,NA,NA,NA,2005,3,15,"2005-03-15",11,"spring","Levi","Jaffa S",230,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,414,"Jaffa","S",32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"5206",5206,5206,5206,"304-2005_6",23,0,"5","15",2006,3,27,"2006-03-27",13,"spring","Levi","Jaffa",NA,NA,"tzinor vehazara",FALSE,NA,NA,NA,FALSE,6.25,TRUE,NA,NA,"Jaffa",NA,32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"5207",5207,5207,5207,"304-2007_8",8,15,"11","45",2008,2,17,"2008-02-17",7,"winter","Levi","Ashdod N",28,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,50.4,"Ashdod","N",31.83,34.63,301,34.55028,31.87085,50.10418,0,0,0,0,30,0,23.09349
"5208",5208,5208,5208,"304-2008_09",19,0,"3","0",2009,2,3,"2009-02-03",5,"winter","Vadim","Jaffa S",NA,1.6,NA,FALSE,NA,NA,NA,FALSE,8,TRUE,2.88,38.03825,"Jaffa","S",32.05,34.74,296,34.71259,32.06138,38.03825,0,0,0,0,0,0,NA
"5209",5209,5209,5209,"304-2009_10",0,30,"6","0",2010,2,10,"2010-02-10",6,"winter","Vadim","Ashdod S",NA,3.5,NA,FALSE,NA,NA,NA,FALSE,5.5,TRUE,6.3,40.91833,"Ashdod","S",31.83,34.63,301,34.57294,31.85925,40.91833,40,0,0,0,0,0,28
"5210",5210,5210,5210,"304-2010_11",12,30,"16","0",2011,1,10,"2011-01-10",2,"winter","Vadim","Ashdod S",31,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,3.5,FALSE,NA,55.8,"Ashdod","S",31.83,34.63,301,34.54394,31.8741,56.01829,20,0,0,0,20,0,25.54674
"5211",5211,5211,5211,"304-2011_12",10,30,"14","20",2012,5,30,"2012-05-30",22,"spring","Doli","Ashdod S",NA,2.7,NA,FALSE,FALSE,FALSE,NA,FALSE,3.833333,FALSE,4.86,38.33304,"Ashdod","S",31.83,34.63,301,34.58598,31.85257,38.33304,0,0,0,0,10,0,23.09349
"5212",5212,5212,5212,"305-1976_7_b",9,0,"12","30",1977,7,13,"1977-07-13",28,"summer","Levi","Gazza N",16,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,28.8,"Gaza","N",31.6,34.48,310,34.46628,31.60985,29.16197,0,0,0,0,0,0,NA
"5213",5213,5213,5213,"305-1977_8",NA,NA,NA,NA,1978,3,25,"1978-03-25",12,"spring","Sarot","Gazza",25,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,45,"Gaza",NA,31.6,34.48,310,34.40893,31.65099,45.06486,0,0,0,0,0,0,NA
"5214",5214,5214,5214,"305-1987_8",NA,NA,NA,NA,1988,2,7,"1988-02-07",6,"winter","Tzion","Katza N",22,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,39.6,"Katza","N",31.63,34.51,306,34.43833,31.67451,39.57326,0,0,0,0,0,0,NA
"5215",5215,5215,5215,"305-1989_90",4,30,"9","30",1990,2,18,"1990-02-18",7,"winter","Levi","Riding S",42,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,75.6,"Riding","S",32.1,34.77,285,34.64512,32.12841,74.00054,0,0,0,0,0,0,NA
"5216",5216,5216,5216,"305-1990_1",NA,NA,NA,NA,1991,1,15,"1991-01-15",3,"winter","Tzion","Tel Aviv",42,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,75.6,"Tel_aviv",NA,32.08,34.74,285,34.63562,32.10376,74.81413,0,0,0,0,0,0,NA
"5217",5217,5217,5217,"305-1991_2",9,0,"12","30",1992,3,7,"1992-03-07",10,"spring","Levi","Palmachim N",27,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,48.6,"Palmachim ","N",31.9,34.7,285,34.60808,31.92097,49.10129,0,0,0,0,0,0,NA
"5218",5218,5218,5218,"305-1992_3",15,30,"20","0",1993,3,24,"1993-03-24",12,"spring","Levi","Herzelia N",110,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,FALSE,NA,198,"Herzelia","N",32.17,34.8,298,34.60885,32.25622,195.8216,0,0,0,0,0,0,NA
"5219",5219,5219,5219,"305-1994_5",6,30,"12","1",1995,2,16,"1995-02-16",7,"winter","Levi","Herzelia S",22,NA,NA,FALSE,NA,NA,NA,FALSE,5.516667,FALSE,NA,39.6,"Herzelia","S",32.17,34.8,298,34.75037,32.19243,39.85689,0,0,0,0,0,0,NA
"5220",5220,5220,5220,"305-1995_6",7,0,"11","30",1996,1,25,"1996-01-25",4,"winter","Levi","Nitzanim",22,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,39.6,"Nitzanim",NA,31.7,34.6,304,34.50375,31.75544,39.85845,0,0,0,0,0,0,NA
"5221",5221,5221,5221,"305-1997_8",22,30,"1","30",1998,4,2,"1998-04-02",14,"spring","Levi","Nitanim S",200,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,360,"Nitzanim","S",31.7,34.6,304,NA,NA,NA,0,0,0,0,0,0,NA
"5222",5222,5222,5222,"305-1998_9",20,0,"2","0",1999,2,9,"1999-02-09",6,"winter","Levi","Gazza W",100,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,180,"Gaza","W",31.6,34.48,310,34.31027,31.72163,179.023,0,0,0,0,0,0,NA
"5223",5223,5223,5223,"305-2001",NA,NA,NA,NA,2001,9,2,"2001-09-02",35,"autumn","Sarot","Ashdod S",NA,5,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,9,52.04522,"Ashdod","S",31.83,34.63,301,34.54847,31.87178,52.04522,0,0,0,0,0,0,NA
"5224",5224,5224,5224,"305-2001_02",7,30,"11","0",2002,4,24,"2002-04-24",17,"spring","Levi","Ashdod N",NA,1.8,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,3.24,36.90295,"Ashdod","N",31.83,34.63,301,34.60066,31.84505,36.90295,0,0,0,0,0,0,NA
"5225",5225,5225,5225,"305-2003_4",19,30,NA,NA,2004,3,15,"2004-03-15",11,"spring","Levi","Ashdod N",NA,1.6,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,2.88,35.77252,"Ashdod","N",31.83,34.63,301,34.60392,31.84337,35.77252,0,0,0,0,0,0,NA
"5226",5226,5226,5226,"305-2004_05",NA,NA,NA,NA,2005,3,15,"2005-03-15",11,"spring","Levi","Ashdod N",NA,1.3,"night",FALSE,NA,NA,NA,FALSE,NA,TRUE,2.34,33.0669,"Ashdod","N",31.83,34.63,301,34.60881,31.84087,33.0669,0,0,0,0,0,0,NA
"5227",5227,5227,5227,"305-2005_6",6,15,"9","15",2006,3,28,"2006-03-28",13,"spring","Levi","Palmachim S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,NA,"Palmachim ","S",31.9,34.7,285,NA,NA,NA,0,0,0,0,10,0,23.09349
"5228",5228,5228,5228,"305-2007_8",12,15,"15","15",2008,2,17,"2008-02-17",7,"winter","Levi","Jaffa S",28,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,50.4,"Jaffa","S",32.05,34.74,296,34.66003,32.08318,50.16108,0,0,0,0,20,0,23.09349
"5229",5229,5229,5229,"305-2009_10",7,30,"11","30",2010,2,11,"2010-02-11",6,"winter","Vadim","Ashdod S",22,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,39.6,"Ashdod","S",31.83,34.63,301,34.57656,31.85739,39.78016,0,0,0,0,0,0,NA
"5230",5230,5230,5230,"305-2010_11",16,30,"20","30",2011,1,10,"2011-01-10",2,"winter","Levi","Ashdod S",25,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,45,"Ashdod","S",31.83,34.63,301,34.56116,31.86528,44.74517,30,0,0,0,0,0,28
"5231",5231,5231,5231,"305-2011_12",8,45,"12","5",2012,5,31,"2012-05-31",22,"spring","Doli","Ashdod S",27,3.5,NA,FALSE,FALSE,FALSE,NA,FALSE,3.333333,FALSE,6.3,48.6,"Ashdod","S",31.83,34.63,301,34.55391,31.86899,48.58026,0,0,0,0,0,0,NA
"5232",5232,5232,5232,"305-2012_13",18,40,"22","50",2013,2,21,"2013-02-21",8,"winter","Doli","Ashdod S",NA,1.6,NA,FALSE,FALSE,TRUE,NA,FALSE,4.166667,TRUE,2.88,35.77252,"Ashdod","S",31.83,34.63,301,34.60392,31.84337,35.77252,0,0,0,0,0,0,NA
"5233",5233,5233,5233,"306-1977_8",NA,NA,NA,NA,1978,3,25,"1978-03-25",12,"spring","Sarot","El Arish",25,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,45,"El_arish",NA,31.125,33.79,339,NA,NA,NA,0,0,0,0,0,0,NA
"5234",5234,5234,5234,"306-1984_5",18,15,NA,NA,1985,2,6,"1985-02-06",6,"winter","Tzion","Hilton",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"Tel_aviv",NA,32.08,34.74,285,NA,NA,NA,0,0,0,0,0,0,NA
"5235",5235,5235,5235,"306-1987_8",7,30,NA,NA,1988,2,8,"1988-02-08",6,"winter","Tzion","Ashdod S",22,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,39.6,"Ashdod","S",31.83,34.63,301,34.57656,31.85739,39.78016,0,0,0,0,0,0,NA
"5236",5236,5236,5236,"306-1990_1",NA,NA,NA,NA,1991,1,16,"1991-01-16",3,"winter","Tzion","Ashdod(N)",42,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,75.6,"Ashdod",NA,31.83,34.63,301,34.51675,31.88801,76.91565,0,0,0,0,0,0,NA
"5237",5237,5237,5237,"306-1991_2",13,0,"16","30",1992,3,7,"1992-03-07",10,"spring","Levi","Palmachim N",27,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,48.6,"Palmachim ","N",31.9,34.7,285,34.60808,31.92097,49.10129,0,0,0,0,0,0,NA
"5238",5238,5238,5238,"306-1992_3",21,30,"4","0",1993,3,24,"1993-03-24",12,"spring","Levi","Hadera S",180,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,6.5,FALSE,NA,324,"Hadera","S",32.438,34.88,288,NA,NA,NA,0,0,0,0,0,0,NA
"5239",5239,5239,5239,"306-1994_5",13,15,"17","15",1995,2,16,"1995-02-16",7,"winter","Levi","Jaffa S",85,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,153,"Jaffa","S",32.05,34.74,296,34.58,32.11631,149.9998,0,0,0,0,0,0,NA
"5240",5240,5240,5240,"306-1995_6",12,0,"17","0",1996,1,25,"1996-01-25",4,"winter","Levi","Palmachim",42,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,75.6,"Palmachim ",NA,31.9,34.7,285,34.55802,31.93236,74.10611,0,0,0,0,0,0,NA
"5241",5241,5241,5241,"306-2001",NA,NA,NA,NA,2001,9,2,"2001-09-02",35,"autumn","Sarot","Katza N",32,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,57.6,"Katza","N",31.63,34.51,306,34.4076,31.69357,57.53623,0,0,0,0,25,0,23.09349
"5242",5242,5242,5242,"306-2001_02",11,30,"14","30",2002,4,24,"2002-04-24",17,"spring","Levi","Bat yam N",NA,2.5,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,4.5,39.59914,"Bat_Yam","N",32.02,34.73,286,34.68421,32.03118,39.59914,0,0,0,0,15,0,23.09349
"5243",5243,5243,5243,"306-2002_3",NA,NA,NA,NA,2003,3,24,"2003-03-24",12,"spring","Sarot","Ashdod S",NA,2.2,NA,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"5244",5244,5244,5244,"306-2003_4",7,45,"12","45",2004,3,16,"2004-03-16",11,"spring","Levi","Ashdod N",80,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,144,"Ashdod","N",31.83,34.63,301,34.46687,31.9135,143.033,0,0,0,0,0,0,NA
"5245",5245,5245,5245,"306-2004_05",NA,NA,NA,NA,2005,3,16,"2005-03-16",11,"spring","Sarot","Ashdod N",75,NA,"net problem",FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,135,"Ashdod","N",31.83,34.63,301,34.46959,31.91211,134.5587,0,0,0,0,0,0,NA
"5246",5246,5246,5246,"306-2007_8",15,45,"18","0",2008,2,17,"2008-02-17",7,"winter","Levi","Palmachim N",28,NA,NA,FALSE,NA,NA,NA,FALSE,2.25,FALSE,NA,50.4,"Palmachim ","N",31.9,34.7,285,34.60706,31.92121,50.55832,0,0,0,0,10,0,23.09349
"5247",5247,5247,5247,"306-2009_10",12,0,"15","30",2010,2,11,"2010-02-11",6,"winter","Vadim","Ashdod S",29,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,52.2,"Ashdod","S",31.83,34.63,301,34.54757,31.87224,52.04522,0,0,0,0,0,0,NA
"5248",5248,5248,5248,"306-2010_11",21,30,"5","30",2011,1,10,"2011-01-10",2,"winter","Vadim","Ashdod N",NA,2.5,NA,FALSE,FALSE,TRUE,NA,FALSE,8,TRUE,4.5,38.21372,"Ashdod","N",31.83,34.63,301,34.58925,31.8509,38.21372,0,0,0,0,0,0,NA
"5249",5249,5249,5249,"306-2012_13",23,20,"3","30",2013,2,21,"2013-02-21",8,"winter","Doli","Ashkelon S",NA,1.6,NA,FALSE,FALSE,TRUE,NA,FALSE,4.166667,TRUE,2.88,26.7161,"Ashkelon","S",31.68,34.56,306,34.53542,31.69526,26.7161,0,0,0,0,0,0,NA
"5250",5250,5250,5250,"307-1976_7_b",NA,NA,NA,NA,1977,7,16,"1977-07-16",29,"summer","Sarot","Borot",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"borot",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"5251",5251,5251,5251,"307-1977_8",NA,NA,NA,NA,1978,3,26,"1978-03-26",13,"spring","Sarot","Gazza",26,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,46.8,"Gaza",NA,31.6,34.48,310,34.40731,31.65215,47.55732,0,0,0,0,0,0,NA
"5252",5252,5252,5252,"307-1987_8",12,0,NA,NA,1988,2,8,"1988-02-08",6,"winter","Tzion","Katza N",22,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,39.6,"Katza","N",31.63,34.51,306,34.43833,31.67451,39.57326,0,0,0,0,0,0,NA
"5253",5253,5253,5253,"307-1989_90",21,0,"3","30",1990,2,19,"1990-02-19",8,"winter","Levi","Ashdod N",42,NA,NA,FALSE,NA,NA,NA,FALSE,6.5,FALSE,NA,75.6,"Ashdod","N",31.83,34.63,301,34.51765,31.88755,76.91565,0,0,0,0,0,0,NA
"5254",5254,5254,5254,"307-1991_2",22,0,"6","0",1992,3,7,"1992-03-07",10,"spring","Tzion","Ashdod N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,8,TRUE,NA,NA,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"5255",5255,5255,5255,"307-1992_3",5,0,"9","0",1993,3,25,"1993-03-25",12,"spring","Levi","Bat yam S",200,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,360,"Bat_Yam","S",32.02,34.73,286,NA,NA,NA,0,0,0,0,0,0,NA
"5256",5256,5256,5256,"307-1994_5",21,30,"3","30",1995,2,16,"1995-02-16",7,"winter","Levi","Ashdod S",42,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,75.6,"Ashdod","S",31.83,34.63,301,34.51675,31.88801,76.91565,0,0,0,0,0,0,NA
"5257",5257,5257,5257,"307-1995_6",5,0,"6","0",1996,1,26,"1996-01-26",4,"winter","Levi","South",9,0.5,NA,FALSE,NA,NA,NA,FALSE,1,TRUE,0.9,16.2,"South ",NA,31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"5258",5258,5258,5258,"307-1997_8",4,30,"10","30",1998,4,3,"1998-04-03",14,"spring","Levi","Katza N",205,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,369,"Katza","N",31.63,34.51,306,NA,NA,NA,0,0,0,0,0,0,NA
"5259",5259,5259,5259,"307-2001",8,0,"11","45",2001,9,12,"2001-09-12",37,"autumn","Levi","Ashdod S",28,NA,NA,FALSE,NA,NA,NA,FALSE,3.75,FALSE,NA,50.4,"Ashdod","S",31.83,34.63,301,34.5521,31.86992,50.10418,0,0,0,0,0,0,NA
"5260",5260,5260,5260,"307-2001_02",15,15,"19","30",2002,4,24,"2002-04-24",17,"spring",NA,"Herzelia S",NA,2.7,NA,FALSE,NA,NA,NA,FALSE,4.25,FALSE,4.86,38.38052,"Herzelia","S",32.17,34.8,298,34.75449,32.19057,38.38052,0,0,0,0,10,0,23.09349
"5261",5261,5261,5261,"307-2002_3",NA,NA,NA,NA,2003,3,24,"2003-03-24",12,"spring","Sarot","Ashdod S",NA,2.2,NA,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"5262",5262,5262,5262,"307-2003_4",14,30,"18","0",2004,3,16,"2004-03-16",11,"spring","Levi","Ashdod N",80,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,3.5,FALSE,NA,144,"Ashdod","N",31.83,34.63,301,34.46596,31.91397,143.033,0,0,0,0,0,0,NA
"5263",5263,5263,5263,"307-2004_05",NA,NA,NA,NA,2005,3,16,"2005-03-16",11,"spring","Sarot","Nitanim N",120,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,216,"Nitzanim","N",31.7,34.6,304,34.37143,31.83142,215.4612,0,0,0,0,0,0,NA
"5264",5264,5264,5264,"307-2005_6",9,30,"14","15",2006,3,29,"2006-03-29",13,"spring","Levi","Ashdod N",180,NA,NA,FALSE,NA,NA,NA,FALSE,4.75,FALSE,NA,324,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"5265",5265,5265,5265,"307-2007_8",19,0,"24","0",2008,2,17,"2008-02-17",7,"winter","Levi","Bat yam S",16,NA,NA,FALSE,NA,NA,NA,FALSE,5,TRUE,NA,28.8,"Bat_Yam","S",32.02,34.73,286,34.71372,32.02398,29.44104,0,0,0,0,0,0,NA
"5266",5266,5266,5266,"307-2008_09",9,30,"12","0",2009,2,12,"2009-02-12",7,"winter","Vadim","Ashdod N",NA,3,NA,FALSE,NA,NA,NA,FALSE,2.5,FALSE,5.4,39.21016,"Ashdod","N",31.83,34.63,301,34.58109,31.85507,39.21016,0,5,0,0,5,0,25.54674
